Transaction_ID,Customer_Name,Application_Date,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose_Text,Risk_Analyst_Note,Default_Status
a1f6e5d4-c3b2-a1f6-e5d4-c3b2a1f6e5d4,Mia Gonzalez,2024-04-10,59000.0,595,28000.0,Medical Expenses,Borderline credit score requires careful consideration.,1
10293847-56af-bead-c861-d92736485bca,James Wilson,2023-06-18,72000.0,680,43000.0,Debt Consolidation,Loan amount is high relative to applicant's annual income.,1
e8d7c6b5-a493-8271-605f-4e3d2c1b0a98,Charlotte Moore,2023-11-05,210000.0,850,49500.0,Home Improvement,Applicant shows strong financial stability and high creditworthiness.,0
f9e8d7c6-b5a4-9382-7160-5f4e3d2c1b0a,Benjamin Taylor,2022-08-01,41000.0,605,7500.0,Major Purchase,Stable employment but limited credit history.,0
a0b1c2d3-e4f5-a6b7-c8d9-e0f1a2b3c4d5,Harper Anderson,2023-09-14,68000.0,660,33000.0,Car Financing,"Standard risk profile, income to debt ratio is acceptable.",0
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,Evelyn Thomas,2024-05-02,33000.0,520,12000.0,Medical Expenses,Low credit score presents a significant repayment risk.,1
b1c2d3e4-f5a6-b7c8-d9e0-f1a2b3c4d5e6,William Jackson,2023-02-17,115000.0,730,47000.0,Business Loan,"High loan amount requested, but income supports it.",0
c2d3e4f5-a6b7-c8d9-e0f1-a2b3c4d5e6f7,Abigail White,2022-10-10,88000.0,700,20000.0,Debt Consolidation,Applicant shows strong financial stability and high creditworthiness.,0
f47ac10b-58cc-4372-a567-0e02b2c3d479,Amelia Chen,2023-05-15,85240.5,710,25000.0,Debt Consolidation,Applicant has a solid credit history.,0
6ba7b810-9dad-11d1-80b4-00c04fd430c8,Benjamin Carter,2022-11-20,42500.0,580,18000.0,Car Purchase,Low credit score is a significant risk factor.,1
123e4567-e89b-12d3-a456-426614174000,Chloe Davis,2024-01-08,175600.75,820,48500.0,Home Improvement,High loan amount relative to standard limits.,1
a1b2c3d4-e5f6-7890-1234-567890abcdef,David Rodriguez,2023-09-01,98000.0,745,15000.0,Medical Expenses,"Standard risk profile, proceeding with review.",0
98765432-10fe-dcba-9876-543210fedcba,Eleanor Evans,2022-07-22,38900.2,510,9500.0,Major Purchase,Low credit score presents a significant risk.,1
e0b3c4d5-a6f7-8901-2345-67890abcdef1,Felix Garcia,2024-03-12,145000.0,790,45000.0,Business Investment,Loan amount is high but justified by income.,0
f1a2b3c4-d5e6-7890-1234-567890abcdef2,Grace Hernandez,2023-02-28,68500.0,660,32000.0,Debt Consolidation,Standard risk profile with stable income.,0
0d1e2f3a-4b5c-6d7e-8f9a-0b1c2d3e4f5a,Henry Johnson,2022-08-19,220000.0,840,38000.0,Home Improvement,Applicant has an excellent credit history.,0
cba98765-4321-fedc-ba98-76543210fedc,Isabella Kim,2023-11-05,53000.0,595,21000.0,Car Purchase,Borderline credit score requires manual review.,1
5a4b3c2d-1e0f-9a8b-7c6d-5e4f3a2b1c0d,Jack Lee,2024-04-02,91000.0,720,43000.0,Debt Consolidation,High loan amount is the primary risk factor.,1
8f7e6d5c-4b3a-2b1c-0d9e-8f7e6d5c4b3a,Katherine Miller,2023-01-18,48000.0,620,24000.0,Education,Income is stable but on the lower end.,0
1c0b9a8f-7e6d-5c4b-3a2b-1c0b9a8f7e6d,Liam Nguyen,2022-12-10,162000.0,785,49800.0,Business Investment,Loan is at the maximum limit; requires caution.,1
4b3a2b1c-0d9e-8f7e-6d5c-4b3a2b1c0d9e,,2023-06-25,31500.0,420,6000.0,Medical Expenses,Very low credit score indicates high default risk.,1
7e6d5c4b-3a2b-1c0b-9a8f-7e6d5c4b3a2b,Noah Patel,2024-02-14,115000.0,750,18000.0,Vacation,Excellent credit and low loan-to-income ratio.,0
a8f7e6d5-c4b3-a2b1-c0b9-a8f7e6d5c4b3,Olivia Quinn,2023-03-30,81000.0,680,39500.0,Home Improvement,Loan amount is high relative to income.,0
c0b9a8f7-e6d5-c4b3-a2b1-c0b9a8f7e6d5,Peter Robinson,2022-10-03,95000.0,735,41500.0,Debt Consolidation,Solid applicant profile but loan is over 40k.,1
3a2b1c0b-9a8f-7e6d-5c4b-3a2b1c0b9a8f,Quinn Scott,2023-08-11,61000.0,640,29000.0,Car Purchase,"Average credit profile, requires standard checks.",0
6d5c4b3a-2b1c-0b9a-8f7e-6d5c4b3a2b1c,Riley Taylor,2024-01-29,188000.0,815,49000.0,Business Investment,Excellent credit but loan amount is a concern.,0
9a8f7e6d-5c4b-3a2b-1c0b-9a8f7e6d5c4b,Sophia Williams,2023-07-07,52000.0,540,13500.0,Major Purchase,Low credit score is a significant risk factor.,1
c4b3a2b1-c0b9-a8f7-e6d5-c4b3a2b1c0b9,Thomas Young,2022-09-18,130000.0,770,35000.0,Home Improvement,Strong application with no immediate red flags.,0
a1b2c3d4-e5f6-7890-1234-567890abcdef,Jennifer Smith,2023-05-15,45200.75,585,42500.0,Debt consolidation,High loan amount relative to income.,1
b2c3d4e5-f6a7-8901-2345-67890abcdef1,Michael Williams,2022-11-20,155000.0,790,25000.0,Home improvement,Strong applicant with stable financial history.,0
c3d4e5f6-a7b8-9012-3456-7890abcdef12,Linda Brown,2024-01-10,78000.5,695,15000.0,Car financing,Applicant meets all primary criteria for approval.,0
d4e5f6a7-b8c9-0123-4567-890abcdef123,Robert Jones,2023-09-01,38500.0,530,10000.0,Medical expenses,Low credit score is a significant concern.,1
e5f6a7b8-c9d0-1234-5678-90abcdef1234,Patricia Garcia,2023-03-22,92000.0,710,48000.0,Business loan,High debt-to-income ratio requires further review.,1
f6a7b8c9-d0e1-2345-6789-0abcdef12345,John Miller,2022-08-14,210000.0,815,49500.0,Major purchase,"Excellent credit profile, but loan amount is at the upper limit.",0
a7b8c9d0-e1f2-3456-7890-bcdef1234567,Mary Davis,2024-02-28,61500.25,640,30000.0,Debt consolidation,Stable employment history supports the application.,0
b8c9d0e1-f2a3-4567-8901-cdef12345678,James Rodriguez,2023-12-05,55000.0,595,20000.0,Education costs,"Borderline case due to credit score, requires manual review.",1
c9d0e1f2-a3b4-5678-9012-def123456789,Barbara Martinez,2023-07-19,115000.0,725,39000.0,Home improvement,"Strong application, recommended for approval.",0
d0e1f2a3-b4c5-6789-0123-ef1234567890,William Hernandez,2022-10-30,32100.0,480,8500.0,Car financing,Poor credit history and low income present high risk.,1
e1f2a3b4-c5d6-7890-1234-f1234567890a,Elizabeth Lopez,2023-06-11,85500.0,680,41000.0,Business loan,Loan amount is high relative to annual income.,1
f2a3b4c5-d6e7-8901-2345-1234567890ab,David Gonzalez,2024-03-03,182000.0,795,15500.0,Vacation,Applicant has a strong and reliable financial profile.,0
a3b4c5d6-e7f8-9012-3456-234567890abc,Susan Wilson,2022-07-25,48900.0,605,22500.0,Major purchase,Credit history is short but appears clean.,0
b4c5d6e7-f8a9-0123-4567-34567890abcd,Joseph Anderson,2023-08-18,65400.0,660,35000.0,Debt consolidation,Standard application meeting all necessary criteria.,0
c5d6e7f8-a9b0-1234-5678-4567890abcde,Jessica Thomas,2023-02-09,41000.0,545,43500.0,Business loan,Multiple risk factors identified: low score and high loan amount.,1
d6e7f8a9-b0c1-2345-6789-567890abcdef,Richard Jackson,2022-09-12,125000.0,745,49900.0,Home improvement,High income supports the large loan amount requested.,0
e7f8a9b0-c1d2-3456-7890-67890abcdef1,Nancy White,2024-04-01,98000.0,705,28000.0,Car financing,Solid application with no immediate concerns noted.,0
f8a9b0c1-d2e3-4567-8901-7890abcdef12,Charles Harris,2023-11-17,71000.0,665,46000.0,Debt consolidation,Potential over-leverage given the requested loan size.,1
a9b0c1d2-e3f4-5678-9012-890abcdef123,Karen Martin,2023-01-25,52500.0,598,12000.0,Medical expenses,Credit score is just below the preferred threshold.,1
b0c1d2e3-f4a5-6789-0123-90abcdef1234,Daniel Thompson,2022-12-30,225000.0,835,50000.0,Major purchase,Premier applicant; approved.,0
a1b2c3d4-e5f6-7890-1234-567890abcdef,James Smith,2023-05-15,45250.75,580,42500.0,Debt Consolidation,High risk due to low credit score and high loan amount.,1
b2c3d4e5-f6a7-8901-2345-67890abcdef1,Mary Johnson,2022-11-20,155000.0,790,25000.0,Home Improvement,Strong applicant with excellent credit and high income.,0
c3d4e5f6-a7b8-9012-3456-7890abcdef12,John Williams,2024-01-10,82000.5,685,48000.0,New Car Purchase,Loan amount is high relative to annual income.,1
d4e5f6a7-b8c9-0123-4567-890abcdef123,Patricia Brown,2023-08-01,32500.0,450,10000.0,Medical Expenses,Applicant presents very high risk due to poor credit history.,1
e5f6a7b8-c9d0-1234-5678-90abcdef1234,Robert Jones,2023-03-22,95000.0,710,30000.0,Business Investment,Standard review indicates moderate risk profile.,0
f6a7b8c9-d0e1-2345-6789-0abcdef12345,Jennifer Garcia,2022-09-05,210000.0,810,49500.0,Major Purchase,"Strong applicant, but loan amount is at the upper limit.",0
a7b8c9d0-e1f2-3456-7890-bcdef1234567,Michael Miller,2024-02-18,55000.8,615,20000.0,Used Car Purchase,Applicant meets minimum criteria for approval.,0
b8c9d0e1-f2a3-4567-8901-cdef12345678,Linda Davis,2023-07-12,65000.0,595,35000.0,Debt Consolidation,Borderline credit score increases default risk.,1
c9d0e1f2-a3b4-5678-9012-def123456789,William Rodriguez,2022-12-30,110000.25,740,15000.0,Vacation,Low risk applicant with stable financial history.,0
d0e1f2a3-b4c5-6789-0123-ef1234567890,Elizabeth Martinez,2023-10-03,180000.0,795,5000.0,Education Expenses,"Excellent candidate, low loan amount poses minimal risk.",0
e1f2a3b4-c5d6-7890-1234-f1234567890a,David Hernandez,2023-01-25,38500.0,520,39000.0,Business Investment,High debt-to-income ratio and low credit score.,1
f2a3b4c5-d6e7-8901-2345-1234567890ab,Susan Lopez,2024-03-01,72000.0,670,41000.0,Home Improvement,"Acceptable credit, but loan size is a concern.",0
a3b4c5d6-e7f8-9012-3456-234567890abc,Richard Gonzalez,2022-08-19,41000.9,640,8000.0,Major Purchase,Moderate risk profile with a manageable loan amount.,0
b4c5d6e7-f8a9-0123-4567-34567890abcd,Jessica Wilson,2023-06-09,135000.0,760,38000.0,New Car Purchase,Strong applicant with a solid financial background.,0
c5d6e7f8-a9b0-1234-5678-4567890abcde,Joseph Anderson,2023-12-11,88000.0,690,49000.0,Debt Consolidation,Loan amount is very high compared to income.,1
d6e7f8a9-b0c1-2345-6789-567890abcdef,Sarah Thomas,2022-10-28,59000.0,555,22000.0,Medical Expenses,Applicant presents high risk due to low credit score.,1
e7f8a9b0-c1d2-3456-7890-67890abcdef1,Charles Taylor,2024-04-02,105000.0,725,33000.0,Home Improvement,Standard review indicates moderate risk profile.,0
f8a9b0c1-d2e3-4567-8901-7890abcdef12,Karen Moore,2023-09-14,240000.0,830,46000.0,Major Purchase,"Excellent profile, but loan is substantial.",0
a9b0c1d2-e3f4-5678-9012-890abcdef123,Thomas Jackson,2022-07-21,31000.0,350,5000.0,Used Car Purchase,Very high risk due to extremely low credit score.,1
b0c1d2e3-f4a5-6789-0123-90abcdef1234,Nancy Martin,2023-02-08,92000.0,660,28000.0,Debt Consolidation,Applicant has fair credit and manageable debt.,0
a1b2c3d4-e5f6-7890-1234-567890abcdef,Jennifer Smith,2023-05-15,45000.5,580,25000.0,Debt Consolidation,Applicant presents a higher risk due to low credit score.,1
f0e9d8c7-b6a5-4321-fedc-ba9876543210,Michael Johnson,2024-01-20,150000.0,810,45000.0,Home Improvement,High loan amount requested but income is substantial.,1
12345678-90ab-cdef-0123-456789abcdef,Linda Williams,2022-11-01,75000.75,690,15000.0,New Car Purchase,Solid applicant with a good payment history.,0
fedcba98-7654-3210-fedc-ba9876543210,Robert Brown,2023-08-11,38000.0,550,8000.0,Medical Expenses,Low income and credit score are significant risk factors.,1
abcdef12-3456-7890-abcd-ef1234567890,Patricia Jones,2024-03-29,220000.0,835,48000.0,Business Startup Capital,"Excellent credit and income, but loan is at the upper limit.",0
09876543-21fe-dcba-0987-654321fedcba,David Garcia,2022-09-05,95000.0,740,30000.0,Debt Consolidation,Verified income supports the requested loan amount.,0
aabbccdd-eeff-0011-2233-445566778899,Susan Miller,2023-02-18,62000.0,640,12000.0,Major Appliance Purchase,Borderline applicant due to credit history.,0
ffeeddcc-bbaa-9988-7766-554433221100,Joseph Davis,2023-12-24,110000.0,760,42000.0,Home Improvement,Strong profile but loan amount triggers additional review.,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,Jessica Rodriguez,2024-04-01,41000.0,610,10000.0,Vacation Fund,Debt-to-income ratio appears manageable.,0
d6c5b4a3-f2e1-d0c9-b8a7-968574635241,William Martinez,2022-10-30,88000.0,715,22000.0,Education Expenses,Applicant has a stable employment history.,0
74185296-3698-5214-7418-529636985214,Barbara Hernandez,2023-07-07,32000.0,520,7500.0,Medical Expenses,Very high risk profile due to low income and score.,1
98765432-10fe-dcba-9876-543210fedcba,Richard Lopez,2024-02-14,180000.0,790,50000.0,Business Startup Capital,Applicant has an excellent credit history and stable income.,0
b0c1d2e3-f4a5-b6c7-d8e9-f0a1b2c3d4e5,Mary Gonzalez,2023-09-22,53000.0,660,18000.0,New Car Purchase,Standard risk profile with consistent payment history.,0
f5e4d3c2-b1a0-f9e8-d7c6-b5a493827160,John Wilson,2023-01-03,99000.0,725,39000.0,Debt Consolidation,Loan amount is high but within acceptable DTI limits.,0
a1b9c8d7-e6f5-a4b3-c2d1-e0f9a8b7c6d5,Elizabeth Anderson,2022-12-12,48000.0,595,15000.0,Home Improvement,Applicant presents a higher risk due to low credit score.,1
6d5e4f3c-2b1a-09f8-e7d6-c5b4a3f2e1d0,James Thomas,2024-05-01,135000.0,770,35000.0,Business Startup Capital,Strong candidate with solid financial standing.,0
f0e1d2c3-b4a5-f6e7-d8c9-b0a1f2e3d4c5,Susan Jackson,2023-06-19,71000.0,680,41000.0,Debt Consolidation,High loan amount requested relative to annual income.,1
c5d4e3f2-a1b0-c9d8-e7f6-a5b4c3d2e1f0,Joseph White,2022-08-25,59000.0,625,9000.0,Major Appliance Purchase,Debt-to-income ratio appears manageable.,0
1f0e9d8c-7b6a-5432-1fed-cba987654321,David Harris,2023-10-10,250000.0,850,20000.0,Vacation Fund,Applicant is considered very low risk.,0
a1b2c3d4-e5f6-a1b2-c3d4-e5f6a1b2c3d4,Linda Martin,2024-03-15,42000.0,540,43000.0,New Car Purchase,Multiple high-risk flags: low score and high loan amount.,1
a1b2c3d4-e5f6-7890-1234-567890abcdef,Eleanor Vance,2023-03-15,85000.0,720,25000.0,Debt Consolidation,Applicant has a strong credit history and stable income.,0
f0e9d8c7-b6a5-4321-fedc-ba9876543210,Marcus Thorne,2022-11-20,42000.5,580,15000.0,Medical Expenses,High-risk applicant due to low credit score.,1
1a2b3c4d-5e6f-7890-abcd-ef1234567890,Isabella Rossi,2024-01-05,150000.75,810,48000.0,Business Investment,Large loan amount requires careful review of repayment capacity.,1
98765432-10fe-dcba-9876-543210fedcba,Liam Gallagher,2023-08-11,65000.0,660,22000.0,Home Improvement,Standard risk profile; income is sufficient for the requested amount.,0
abcdef12-3456-7890-fedc-ba9876543210,Sophia Chen,2022-09-30,35000.0,520,8000.0,Car Purchase,High-risk applicant due to low credit score.,1
0f9e8d7c-6b5a-4321-1234-567890abcdef,Jackson Reed,2023-06-22,110000.0,750,35000.0,Major Purchase,Applicant has a strong credit history and stable income.,0
fedcba98-7654-3210-fedc-ba9876543210,Ava Nguyen,2024-02-18,78000.25,690,41000.0,Debt Consolidation,Large loan amount requires careful review of repayment capacity.,1
12345678-90ab-cdef-1234-567890abcdef,Noah Patel,2023-12-01,52000.0,610,18000.0,Education,Standard risk profile; income is sufficient for the requested amount.,0
a1b2c3d4-e5f6-1122-3344-5566778899aa,Olivia Kim,2022-10-14,95000.0,740,30000.0,Vacation,Applicant has a strong credit history and stable income.,0
b2c3d4e5-f6a7-8901-2345-67890abcdef1,Benjamin Carter,2023-04-09,38000.0,595,12000.0,Medical Expenses,High-risk applicant due to low credit score.,1
c3d4e5f6-a7b8-9012-3456-7890abcdef12,Mia Williams,2024-03-25,210000.0,830,49500.0,Home Improvement,Large loan amount but strong applicant profile.,0
d4e5f6a7-b8c9-0123-4567-890abcdef123,Lucas Martinez,2023-07-30,61000.0,640,20000.0,Car Purchase,Standard risk profile; income is sufficient for the requested amount.,0
e5f6a7b8-c9d0-1234-5678-90abcdef1234,Amelia Jones,2022-12-12,45000.0,605,45000.0,Business Investment,Loan amount is very high relative to income.,1
f6a7b8c9-d0e1-2345-6789-0abcdef12345,Henry Garcia,2023-09-05,135000.0,780,38000.0,Debt Consolidation,Applicant has a strong credit history and stable income.,0
a7b8c9d0-e1f2-3456-7890-1bcdef123456,Evelyn Davis,2024-01-20,31000.0,550,7500.0,Major Purchase,High-risk applicant due to low credit score.,1
b8c9d0e1-f2a3-4567-8901-2cdef1234567,Alexander Rodriguez,2023-11-15,72000.0,680,28000.0,Home Improvement,Standard risk profile; income is sufficient for the requested amount.,0
c9d0e1f2-a3b4-5678-9012-3def12345678,Charlotte Wilson,2022-08-08,180000.0,800,42000.0,Business Investment,Large loan amount requires careful review of repayment capacity.,0
d0e1f2a3-b4c5-6789-0123-4ef123456789,Daniel Moore,2023-05-19,59000.0,630,19000.0,Car Purchase,Standard risk profile; income is sufficient for the requested amount.,0
e1f2a3b4-c5d6-7890-1234-5f1234567890,Harper Taylor,2024-04-01,48000.0,590,25000.0,Debt Consolidation,High-risk applicant due to low credit score.,1
f2a3b4c5-d6e7-8901-2345-61234567890a,Sebastian Anderson,2023-10-28,99000.0,730,6000.0,Vacation,Applicant has a strong credit history and stable income.,0
a1b2c3d4-e5f6-7890-1234-567890abcdef,Jennifer Smith,2023-05-15,85000.5,720,25000.0,Debt Consolidation,"Standard risk profile, meets minimum requirements.",0
f0e9d8c7-b6a5-4321-fedc-ba9876543210,Michael Williams,2022-11-20,42000.75,580,15000.0,Car Financing,Low credit score presents a significant risk.,1
12345678-90ab-cdef-0123-456789abcdef,Linda Brown,2024-01-10,120000.0,790,48000.0,Home Improvement,Large loan amount requested requires further review.,1
fedcba98-7654-3210-fedc-ba9876543210,Robert Jones,2023-08-01,65000.0,680,35000.0,Major Purchase,Application appears straightforward.,0
abcdef12-3456-7890-abcd-ef1234567890,David Garcia,2022-09-25,38000.25,550,10000.0,Medical Expenses,Low credit score is a primary concern.,1
550e8400-e29b-41d4-a716-446655440000,Mary Miller,2023-12-05,155000.0,810,30000.0,Business Loan,Excellent credit history and stable income.,0
98765432-10fe-dcba-9876-543210fedcba,John Davis,2024-03-18,72000.0,695,42000.5,Debt Consolidation,Large loan amount requested requires further review.,1
a1b2c3d4-e5f6-a1b2-c3d4-e5f6a1b2c3d4,Patricia Rodriguez,2023-02-28,53000.0,640,20000.0,Home Improvement,"Standard risk profile, meets minimum requirements.",0
f0e9d8c7-b6a5-f0e9-d8c7-b6a5f0e9d8c7,William Martinez,2022-07-11,95000.0,740,49500.0,Car Financing,Loan amount is high relative to income.,1
1234abcd-ef56-7890-1234-567890abcdef,Elizabeth Hernandez,2023-10-02,210000.0,830,50000.0,Major Purchase,"Strong credit profile, but max loan amount requested.",0
fedcba09-8765-4321-fedc-ba0987654321,James Lopez,2024-04-01,31000.0,520,8000.0,Medical Expenses,Low credit score presents a significant risk.,1
abcdef12-3456-abcd-ef12-34567890abcd,Barbara Gonzalez,2022-12-30,78000.5,710,22000.0,Vacation,Application appears straightforward.,0
550e8400-e29b-41d4-a716-446655440013,Richard Wilson,2023-06-22,62000.0,610,38000.0,Debt Consolidation,"Credit score is borderline, proceed with caution.",0
98765432-10fe-dcba-9876-543210fedcbb,Susan Johnson,2024-02-14,45000.0,590,25000.0,Business Loan,Low credit score presents a significant risk.,1
a1b2c3d4-e5f6-7890-1234-567890abcdee,Joseph Williams,2023-09-09,180000.0,760,46000.0,Home Improvement,Large loan amount requested requires further review.,1
f0e9d8c7-b6a5-4321-fedc-ba987654321f,Jessica Brown,2022-10-15,88000.0,730,15000.0,Car Financing,"Standard risk profile, meets minimum requirements.",0
12345678-90ab-cdef-0123-456789abcde0,Michael Smith,2023-01-20,51000.0,605,30000.0,Debt Consolidation,High debt-to-income ratio is a concern.,0
fedcba98-7654-3210-fedc-ba9876543211,Linda Jones,2023-11-08,99000.0,755,40000.0,Major Purchase,Application appears straightforward.,0
abcdef12-3456-7890-abcd-ef1234567892,Robert Davis,2022-08-17,33000.0,450,5500.0,Medical Expenses,Very low credit score indicates high default probability.,1
550e8400-e29b-41d4-a716-446655440014,Jennifer Martinez,2024-05-01,135000.0,770,49000.0,Business Loan,Large loan amount requested requires further review.,1
a1b2c3d4-e5f6-7890-1234-567890abcdef,Jennifer Williams,2023-05-15,45200.78,580,38500.0,Debt Consolidation,High debt-to-income ratio noted.,1
f0e9d8c7-b6a5-4321-fedc-ba9876543210,Robert Martinez,2022-11-22,185600.5,810,25000.0,Home Improvement,Excellent credit profile.,0
12345678-90ab-cdef-0123-456789abcdef,Mary Jones,2024-01-30,72300.0,675,42100.5,Car Purchase,Loan amount is high relative to income.,1
fedcba98-7654-3210-fedc-ba9876543210,John Garcia,2023-08-01,38900.25,455,10000.0,Medical Expenses,Previous defaults on record.,1
abcdef12-3456-7890-abcd-ef1234567890,Patricia Brown,2022-09-18,125000.0,720,48000.0,Business Investment,Stable employment history.,0
09876543-21fe-dcba-0987-654321fedcba,Michael Smith,2024-03-25,95400.8,715,15500.0,Vacation,Applicant meets all standard criteria.,0
aabbccdd-eeff-0011-2233-445566778899,Linda Davis,2023-12-05,62150.0,610,20000.0,Debt Consolidation,Credit history is short but clean.,0
ffeeddcc-bbaa-9988-7766-554433221100,William Rodriguez,2022-07-11,210000.0,830,49500.0,Home Improvement,Excellent credit profile.,0
11223344-5566-7788-99aa-bbccddeeff00,Elizabeth Miller,2023-02-14,51500.0,595,41500.0,Major Purchase,"Borderline case, requires manual review.",1
cdef1234-5678-90ab-cdef-1234567890ab,David Hernandez,2024-04-01,88900.0,690,30000.0,Education,Applicant meets all standard criteria.,0
55aa66bb-77cc-88dd-99ee-ff0011223344,Barbara Lopez,2022-10-11,32250.5,520,8000.0,Medical Expenses,High debt-to-income ratio noted.,1
66bb77cc-88dd-99ee-ff00-1122334455aa,Richard Gonzalez,2023-06-25,145800.0,765,35000.0,Car Purchase,Stable employment history.,0
77cc88dd-99ee-ff00-1122-334455aa66bb,Susan Wilson,2023-09-19,49950.0,605,22500.0,Debt Consolidation,Credit history is short but clean.,0
88dd99ee-ff00-1122-3344-55aa66bb77cc,Joseph Johnson,2022-08-08,195000.0,815,49900.0,Business Investment,Loan amount is high relative to income.,1
99eeff00-1122-3344-55aa-66bb77cc88dd,Jessica Taylor,2024-02-28,68500.0,630,18000.0,Home Improvement,Applicant meets all standard criteria.,0
aa001122-3344-5566-7788-99aabbccffee,Charles Moore,2023-01-03,42800.0,550,12500.0,Major Purchase,Previous defaults on record.,1
bb112233-4455-6677-8899-aabbccddeeff,Sarah Anderson,2023-07-12,115000.0,740,39500.0,Vacation,Stable employment history.,0
cc223344-5566-7788-99aa-bbccddeeff00,Thomas Jackson,2022-12-21,72800.0,640,43500.0,Debt Consolidation,Loan amount is high relative to income.,1
dd334455-6677-8899-aabb-ccddeeff0011,Karen White,2024-05-01,99500.0,730,28000.0,Car Purchase,Applicant meets all standard criteria.,0
ee445566-7788-99aa-bbcc-ddeeff001122,James Harris,2023-11-09,38100.0,490,46500.0,Medical Expenses,"Borderline case, requires manual review.",1
e9a2b8c1-3f4d-4e5a-8b6c-7d8e9f0a1b2c,Jennifer Smith,2023-11-20,45200.5,585,38500.75,Debt consolidation,High risk profile due to low credit score.,1
f8b3c9d2-4e5f-4a6b-9c7d-8e9f0a1b2c3d,Michael Johnson,2024-03-15,125000.0,780,25000.0,Home improvement,"Strong credit profile, low risk.",0
a7c4d0e3-5f6a-4b7c-8d9e-9f0a1b2c3d4e,Mary Williams,2022-10-05,78000.9,680,48500.0,Car purchase,"Stable income and credit history, moderate risk.",1
b6d5e1f4-6a7b-4c8d-9e0f-0a1b2c3d4e5f,James Brown,2023-01-22,32500.0,450,10000.0,Medical expenses,High risk profile due to low credit score.,1
c5e6f2a5-7b8c-4d9e-8f1a-1b2c3d4e5f6a,Patricia Jones,2024-05-01,210000.0,820,49500.5,Business investment,"Strong credit profile, low risk.",0
d4f7a3b6-8c9d-4e0f-9a2b-2c3d4e5f6a7b,Robert Garcia,2023-08-11,95000.75,710,30000.0,Major purchase,"Stable income and credit history, moderate risk.",0
e3a8b4c7-9d0e-4f1a-8b3c-3d4e5f6a7b8c,Linda Miller,2022-12-30,49000.25,645,15000.0,Vacation,"Some concerns with credit history, requires review.",0
f2b9c5d8-0e1f-4a2b-9c4d-4e5f6a7b8c9d,William Davis,2023-06-18,65000.0,595,22000.0,Emergency fund,High risk profile due to low credit score.,1
a1c0d6e9-1f2a-4b3c-8d5e-5f6a7b8c9d0e,Elizabeth Rodriguez,2024-02-09,110000.5,690,35000.0,Debt consolidation,"Stable income and credit history, moderate risk.",0
b0d1e7fa-2a3b-4c4d-9e6f-6a7b8c9d0e1f,David Martinez,2023-09-03,38000.0,520,8000.0,Car purchase,High risk profile due to low credit score.,1
cff2f8ab-3b4c-4d5e-8f7a-7b8c9d0e1f2a,Barbara Hernandez,2024-04-25,180000.0,845,15000.0,Home improvement,"Strong credit profile, low risk.",0
de03a9bc-4c5d-4e6f-9a8b-8c9d0e1f2a3b,Richard Lopez,2023-04-12,55000.8,590,28000.0,Medical expenses,High risk profile due to low credit score.,1
ed14ba_cd-5d6e-4f7a-8b9c-9d0e1f2a3b4c,Susan Gonzalez,2022-11-01,88000.0,705,41000.0,Business investment,"Stable income and credit history, moderate risk.",1
fa25cbde-6e7f-4a8b-9c0d-0e1f2a3b4c5d,Joseph Wilson,2023-07-28,42000.0,630,12000.0,Major purchase,"Some concerns with credit history, requires review.",0
0b36dcef-7f8a-4b9c-8d1e-1f2a3b4c5d6e,Jessica Anderson,2024-01-10,140000.2,740,46000.0,Debt consolidation,"Strong credit profile, low risk.",1
1c47edfa-8a9b-4cac-9e2f-2a3b4c5d6e7f,Thomas Taylor,2023-10-19,72000.0,660,20000.0,Vacation,"Stable income and credit history, moderate risk.",0
2d58febb-9bac-4dbd-8f3a-3b4c5d6e7f8a,Sarah Moore,2022-09-14,31000.0,490,9500.0,Emergency fund,High risk profile due to low credit score.,1
3e69accc-acbd-4ece-9a4b-4c5d6e7f8a9b,Charles Jackson,2024-06-02,165000.0,795,39000.0,Home improvement,"Strong credit profile, low risk.",0
4f7abddd-bced-4fdf-8b5c-5d6e7f8a9b0c,Karen Martin,2023-02-27,68000.5,615,42500.0,Car purchase,"Some concerns with credit history, requires review.",1
5a8bceee-cdef-4a0a-9c6d-6e7f8a9b0c1d,John Thomas,2023-12-08,48000.0,655,18000.0,Debt consolidation,"Stable income and credit history, moderate risk.",0
a1b2c3d4-e5f6-7890-1234-567890abcdef,Jennifer Smith,2023-10-25,45000.75,580,15000.0,Debt Consolidation,Low credit score is a significant risk factor.,1
b2c3d4e5-f6a7-8901-2345-67890abcdef1,Michael Johnson,2024-01-15,155000.5,790,45000.0,Home Improvement,Excellent credit profile and stable income.,0
c3d4e5f6-a7b8-9012-3456-7890abcdef12,Linda Williams,2022-11-30,82000.0,690,20000.0,Car Purchase,Applicant has a solid credit history.,0
d4e5f6a7-b8c9-0123-4567-890abcdef123,Robert Brown,2023-05-02,61000.25,610,48000.0,Business Investment,Loan amount is high relative to annual income.,1
e5f6a7b8-c9d0-1234-5678-90abcdef1234,Patricia Jones,2023-09-18,38000.0,550,8000.0,Medical Expenses,Low credit score is a significant risk factor.,1
